,Id,TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,active_wear,inactive_wear
0,1503960366,12116.741935483871,7.8096773855147825,2.8583871126174927,0.7941935403693109,4.152903241495932,0.0,38.70967741935484,19.161290322580644,219.93548387096774,848.1612903225806,1816.4193548387098,1125.967741935484,314.03225806451616
1,1624580081,5743.903225806452,3.9148387293661786,0.9393548427089551,0.3606451620017327,2.606774180166183,0.006129032121069951,8.67741935483871,5.806451612903226,153.48387096774192,1257.741935483871,1483.3548387096773,1425.7096774193549,14.290322580645167
2,1644430081,7282.966666666666,5.295333353678386,0.7300000009437402,0.9510000019023814,3.6090000212192543,0.003999999910593013,9.566666666666666,21.366666666666667,178.46666666666667,1161.8666666666666,2811.3,1371.2666666666664,68.73333333333363
3,1844505072,2580.064516129032,1.7061290368437774,0.008387096706897967,0.04903225648787716,1.6474193385051146,0.0,0.12903225806451613,1.2903225806451613,115.45161290322581,1206.6129032258063,1573.483870967742,1323.483870967742,116.51612903225804
4,1927972279,916.1290322580645,0.6345161230814076,0.09580645085342482,0.03129032296278783,0.5070967686272442,0.0,1.3225806451612903,0.7741935483870968,38.58064516129032,1317.4193548387098,2172.8064516129034,1358.0967741935483,81.90322580645173
5,2022484408,11370.645161290322,8.084193491166635,2.4216128837677733,0.72000000313405,4.942580638393278,0.0,36.29032258064516,19.35483870967742,257.4516129032258,1112.5806451612902,2509.967741935484,1425.6774193548385,14.32258064516148
6,2026352035,5566.870967741936,3.4548387152533375,0.00612903218115529,0.01129032238837213,3.436129040295078,0.0,0.0967741935483871,0.25806451612903225,256.64516129032256,689.4193548387096,1540.6451612903227,946.4193548387096,493.58064516129036
7,2320127002,4716.870967741936,3.187741904489456,0.10677419302444309,0.09774193456096032,2.980322566724593,0.0,1.3548387096774193,2.5806451612903225,198.19354838709677,1220.0967741935483,1724.1612903225807,1422.2258064516127,17.774193548387345
8,2347167796,9519.666666666666,6.355555535915001,1.0594444330781696,1.0749999913904404,4.221666708485121,0.0,13.5,20.555555555555557,252.5,687.1666666666666,2043.4444444444443,973.7222222222222,466.2777777777777
9,2873212765,7555.774193548387,5.101612860156644,0.6761290309650283,0.2761290323349737,4.143548413630454,0.005161290207216793,14.096774193548388,6.129032258064516,308.0,1097.1935483870968,1916.967741935484,1425.4193548387098,14.580645161290278
